Time,X_inner,Y_inner,Z_inner,X_outer,Y_outer,Z_outer,X_target,Y_target,Z_target,Force
0.01,0.0,0.0,0.0,0.0,-1.1102230246251566e-17,2.2204460492503132e-17,-2.0,4.0,45.5,0.0
0.02,0.004761706252710495,1.2265684585697127e-07,0.1292185490092218,0.004761706252710497,1.226568458578825e-07,0.12921854900922178,-2.0,4.0,45.5,0.0
0.03,0.0075383993911765194,3.0718401302899814e-06,0.2594722560795678,0.007538399391176521,3.071840130242087e-06,0.2594722560795678,-2.0,4.0,45.5,0.0
0.04,0.0005704398102399609,7.060941070538117e-06,0.3753268982865081,0.0005704398102399672,7.06094107050248e-06,0.3753268982865082,-2.0,4.0,45.5,0.0
0.05,-0.014199751843331908,1.090547190946931e-05,0.47770967562001554,-0.014199751843331887,1.090547190946145e-05,0.4777096756200156,-2.0,4.0,45.5,0.0
0.060000000000000005,-0.046794563064997054,1.3904567065774077e-05,0.5583348142837508,-0.04679456306499701,1.3904567065703421e-05,0.5583348142837509,-2.0,4.0,45.5,0.0
0.07,-0.09197243356558091,1.644318815191401e-05,0.6176396498331767,-0.0919724335655808,1.6443188151826772e-05,0.6176396498331768,-2.0,4.0,45.5,0.0
0.08,-0.16686701363481501,1.406243469862938e-05,0.6187464780863088,-0.16686701361915857,1.406243418745623e-05,0.6187464780283454,-2.0,4.0,45.5,0.0
0.09,-0.20528505998428115,1.6163988715434023e-05,0.6779182977583768,-0.19688547774367632,8.833510811201428e-06,0.5861210369120048,-2.0,4.0,45.5,0.0
0.09999999999999999,-0.23757429126043098,1.6194249651956193e-05,0.7437871735092655,-0.21822287376106236,4.174624523367587e-06,0.5591970234865714,-2.0,4.0,45.5,0.0
0.10999999999999999,-0.26295440181338003,1.1509278654660572e-05,0.8141326961255022,-0.23655453978140276,4.224667928598436e-07,0.5357420353520884,-2.0,4.0,45.5,0.0
0.11999999999999998,-0.2879497771531828,-3.789053963343641e-08,0.888969968832382,-0.26649521561693623,-1.9370276130192822e-06,0.5136715938957519,-2.0,4.0,45.5,0.0
0.12999999999999998,-0.3174656487120122,-2.073162984750388e-05,0.9641533691170571,-0.32760104558891456,-2.161225220032037e-06,0.4988850913417943,-2.0,4.0,45.5,0.0
0.13999999999999999,-0.3496944266146927,-5.3429037215322905e-05,1.034848233138494,-0.4142435181441342,-6.017148023840236e-07,0.5023963019877483,-2.0,4.0,45.5,0.0
0.15,-0.38058824572508,-0.00010125623882186609,1.1014962538980808,0.0,0.0,0.0,-2.0,4.0,45.5,0.0
0.16,-0.4102084620226029,-0.00016158361239705638,1.1707430716346452,0.0,0.0,0.0,-2.0,4.0,45.5,0.0
0.17,-0.4441638978054522,-0.00023561315357169867,1.2527241481029576,0.0,0.0,0.0,-2.0,4.0,45.5,0.0
0.18000000000000002,-0.4726220837633095,-0.000313012170790335,1.3371580605633884,0.0,0.0,0.0,-2.0,4.0,45.5,0.0
0.19000000000000003,-0.4944718220122688,-0.0003895595950771792,1.4244504061664183,0.0,0.0,0.0,-2.0,4.0,45.5,0.0
0.20000000000000004,-0.5273907894137077,-0.0005095271550645086,1.5122055422680423,0.0,0.0,0.0,-2.0,4.0,45.5,0.0
0.21000000000000005,-0.5595897103163687,-0.0006466039553638349,1.6016996759998907,0.0,0.0,0.0,-2.0,4.0,45.5,0.0
0.22000000000000006,-0.591024751223998,-0.000801974022376054,1.6927924411688975,0.0,0.0,0.0,-2.0,4.0,45.5,0.0
0.23000000000000007,-0.621652513418317,-0.0009770223964906172,1.785348608677045,0.0,0.0,0.0,-2.0,4.0,45.5,0.0
0.24000000000000007,-0.6514324657196092,-0.0011733261086469843,1.8792392666534825,0.0,0.0,0.0,-2.0,4.0,45.5,0.0
0.25000000000000006,-0.68032786331546,-0.0013926434511867649,1.974342160237777,0.0,0.0,0.0,-2.0,4.0,45.5,0.0
0.26000000000000006,-0.7083062125145884,-0.001636900641038492,2.0705417773724983,0.0,0.0,0.0,-2.0,4.0,45.5,0.0
0.2700000000000001,-0.7353395259066339,-0.0019081765430159852,2.1677293216183537,0.0,0.0,0.0,-2.0,4.0,45.5,0.0
0.2800000000000001,-0.7614044465590314,-0.002208686314316648,2.265802619967946,0.0,0.0,0.0,-2.0,4.0,45.5,0.0
0.2900000000000001,-0.7864822751294075,-0.0025407647636301275,2.3646659871588356,0.0,0.0,0.0,-2.0,4.0,45.5,0.0
0.3000000000000001,-0.8105589193127807,-0.0029068500845929922,2.4642300585657804,0.0,0.0,0.0,-2.0,4.0,45.5,0.0
0.3100000000000001,-0.833624779634217,-0.0033094684750688175,2.564411599670606,0.0,0.0,0.0,-2.0,4.0,45.5,0.0
0.3200000000000001,-0.8556745831891502,-0.003751220010161842,2.6651332979745814,0.0,0.0,0.0,-2.0,4.0,45.5,0.0
0.3300000000000001,-0.8767071755667127,-0.00423476600696593,2.7663235419026933,0.0,0.0,0.0,-2.0,4.0,45.5,0.0
0.34000000000000014,-0.893459005400881,-0.004731140029547397,2.867972600261958,0.0,0.0,0.0,-2.0,4.0,45.5,0.0
0.35000000000000014,-0.91342192831869,-0.00528555700433668,2.970075143734089,0.0,0.0,0.0,-2.0,4.0,45.5,0.0
0.36000000000000015,-0.9327348001611676,-0.005872240404400966,3.072717391430664,0.0,0.0,0.0,-2.0,4.0,45.5,0.0
0.37000000000000016,-0.9514049474790035,-0.006491794834590689,3.175843809132627,0.0,0.0,0.0,-2.0,4.0,45.5,0.0
0.38000000000000017,-0.9694130954008768,-0.007145435669375923,3.279389695468061,0.0,0.0,0.0,-2.0,4.0,45.5,0.0
0.3900000000000002,-0.9867359307436304,-0.007834837465368531,3.383290251540004,0.0,0.0,0.0,-2.0,4.0,45.5,0.0
0.4000000000000002,-1.0033507051516546,-0.008562055779052703,3.4874826850508436,0.0,0.0,0.0,-2.0,4.0,45.5,0.0
0.4100000000000002,-1.0192369253349598,-0.009329458984296749,3.5919071024230487,0.0,0.0,0.0,-2.0,4.0,45.5,0.0
0.4200000000000002,-1.0343771732660738,-0.010139664177863328,3.696507019837576,0.0,0.0,0.0,-2.0,4.0,45.5,0.0
0.4300000000000002,-1.0487575396447832,-0.010995477415511613,3.8012296913898296,0.0,0.0,0.0,-2.0,4.0,45.5,0.0
0.4400000000000002,-1.0623678317053227,-0.011899839262947682,3.906026318500148,0.0,0.0,0.0,-2.0,4.0,45.5,0.0
0.45000000000000023,-1.075201627044024,-0.012855776476698668,4.010852167822455,0.0,0.0,0.0,-2.0,4.0,45.5,0.0
0.46000000000000024,-1.0872562146762403,-0.013866360272928818,4.115666613135995,0.0,0.0,0.0,-2.0,4.0,45.5,0.0
0.47000000000000025,-1.0985324520072879,-0.014934671311628745,4.220433112638467,0.0,0.0,0.0,-2.0,4.0,45.5,0.0
0.48000000000000026,-1.109034560026325,-0.016063771227781094,4.325119131548939,0.0,0.0,0.0,-2.0,4.0,45.5,0.0
0.49000000000000027,-1.1187698749741701,-0.017256680335033595,4.429696019233386,0.0,0.0,0.0,-2.0,4.0,45.5,0.0
0.5000000000000002,-1.126104717249169,-0.01848670092921719,4.534062604337131,0.0,0.0,0.0,-2.0,4.0,45.5,0.0
0.5100000000000002,-1.135030117118094,-0.01978278121799927,4.638464753744563,0.0,0.0,0.0,-2.0,4.0,45.5,0.0
0.5200000000000002,-1.1436321852013067,-0.021119879348691566,4.742960661869604,0.0,0.0,0.0,-2.0,4.0,45.5,0.0
0.5300000000000002,-1.151894856495987,-0.022498637156856773,4.8475210619297355,0.0,0.0,0.0,-2.0,4.0,45.5,0.0
0.5400000000000003,-1.1597944347410958,-0.023920631689217743,4.952113662228451,0.0,0.0,0.0,-2.0,4.0,45.5,0.0
0.5500000000000003,-1.1673064289257686,-0.025388185417532957,5.056706167957987,0.0,0.0,0.0,-2.0,4.0,45.5,0.0
0.5600000000000003,-1.1744073376994675,-0.02690422372560574,5.161267200752625,0.0,0.0,0.0,-2.0,4.0,45.5,0.0
0.5700000000000003,-1.1810755466300091,-0.028472143663701252,5.2657668350262465,0.0,0.0,0.0,-2.0,4.0,45.5,0.0
0.5800000000000003,-1.1872918896554723,-0.03009569301743095,5.370176981702707,0.0,0.0,0.0,-2.0,4.0,45.5,0.0
0.5900000000000003,-1.1930400098571476,-0.03177886136138582,5.474471673228477,0.0,0.0,0.0,-2.0,4.0,45.5,0.0
0.6000000000000003,-1.198306571723861,-0.03352578441808076,5.578627268542176,0.0,0.0,0.0,-2.0,4.0,45.5,0.0
0.6100000000000003,-1.2030813550344324,-0.03534066231823154,5.682622587975572,0.0,0.0,0.0,-2.0,4.0,45.5,0.0
0.6200000000000003,-1.2073572531388626,-0.037227691708431536,5.786438985895619,0.0,0.0,0.0,-2.0,4.0,45.5,0.0
0.6300000000000003,-1.2111301950825752,-0.03919101111884619,5.890060368530974,0.0,0.0,0.0,-2.0,4.0,45.5,0.0
0.6400000000000003,-1.2143990087920855,-0.04123465863659259,5.993473164475226,0.0,0.0,0.0,-2.0,4.0,45.5,0.0
0.6500000000000004,-1.2171652405453433,-0.043362540675287796,6.096666255386496,0.0,0.0,0.0,-2.0,4.0,45.5,0.0
0.6600000000000004,-1.2194329439853135,-0.04557841049567987,6.199630874264503,0.0,0.0,0.0,-2.0,4.0,45.5,0.0
0.6700000000000004,-1.2216757403142484,-0.04784280637274857,6.302429117899997,0.0,0.0,0.0,-2.0,4.0,45.5,0.0
0.6800000000000004,-1.2238713045219942,-0.05015476517566737,6.405256428086637,0.0,0.0,0.0,-2.0,4.0,45.5,0.0
0.6900000000000004,-1.2259865574511248,-0.052514964677603755,6.5080930968099935,0.0,0.0,0.0,-2.0,4.0,45.5,0.0
0.7000000000000004,-1.2279880404836676,-0.05492537207640453,6.610918319272236,0.0,0.0,0.0,-2.0,4.0,45.5,0.0
0.7100000000000004,-1.2298428811263784,-0.0573890275413596,6.713710792549774,0.0,0.0,0.0,-2.0,4.0,45.5,0.0
0.7200000000000004,-1.2315195982178173,-0.05990982753330245,6.816449251314546,0.0,0.0,0.0,-2.0,4.0,45.5,0.0
0.7300000000000004,-1.232988748421391,-0.06249231949265316,6.919112935749032,0.0,0.0,0.0,-2.0,4.0,45.5,0.0
0.7400000000000004,-1.2342234203517535,-0.06514151437712151,7.021681988791232,0.0,0.0,0.0,-2.0,4.0,45.5,0.0
0.7500000000000004,-1.2351989808411636,-0.06786196748928194,7.1241379201842845,0.0,0.0,0.0,-2.0,4.0,45.5,0.0
0.7600000000000005,-1.2358932487935272,-0.07065761084077607,7.226463856785147,0.0,0.0,0.0,-2.0,4.0,45.5,0.0
0.7700000000000005,-1.2362872555377182,-0.07353245007490355,7.328644574444802,0.0,0.0,0.0,-2.0,4.0,45.5,0.0
0.7800000000000005,-1.2363652747695482,-0.0764904731972114,7.430666627456683,0.0,0.0,0.0,-2.0,4.0,45.5,0.0
0.7900000000000005,-1.2361147674010244,-0.07953557058053906,7.53251842446206,0.0,0.0,0.0,-2.0,4.0,45.5,0.0
0.8000000000000005,-1.235526265084625,-0.08267147413530508,7.634190255558047,0.0,0.0,0.0,-2.0,4.0,45.5,0.0
0.8100000000000005,-1.2345932071542884,-0.08590171352672979,7.735674277594777,0.0,0.0,0.0,-2.0,4.0,45.5,0.0
0.8200000000000005,-1.233311744099554,-0.08922958715560726,7.836964464699411,0.0,0.0,0.0,-2.0,4.0,45.5,0.0
